category,start page,last page,"Category Name, you MUST delete this column!"
3920_582106_582529,1,2,"Books/Cooking, Food & Wine/General"
4171_14521_1100914,1,2,"Toys/Outdoor Play/Pogo Sticks, Ball Hoppers & Hoops"
1072864_1067619_1072244,1,2,"Home Improvement/Electrical/All Dimmers, Switches & Wall Plates"
4125_4134_1078384,1,2,Sports & Outdoors/Exercise & Fitness/Yoga & Pilates
3920_582107_582807,1,2,Books/Biography & Memoirs/Women
3920_582106_582754,1,2,"Books/Cooking, Food & Wine/Regional & International"
3920_582105_584307,1,2,Books/Literature & Fiction/Short Stories
1229749_1070964_1072394,1,2,Office/Office Technology/Binding Machines & Accessories
976759_976783_1231210,1,2,Food/Breakfast & Cereal/Oatmeal & Hot Cereal
4171_1015079_1097870,1,2,Toys/Musical Instruments & Karaoke/Guitars & Guitar Accessories
3920_582348_583270,1,2,Books/Parenting & Families/Parenting
3920_582055_587634,1,2,Books/Religion/Inspirational
1115193_1071966_1073104,1,2,Household Essentials/Cleaning Supplies/Carpet & Floor Cleaners
3920_582105_584301,1,2,Books/Literature & Fiction/Horror
5438_133198,1,2,Clothing/Big & Tall
4104_4114_5073,1,2,Music/New Age/Meditation
4104_4115_5079,1,2,Music/Pop/Easy Listening
91083_3947_96391,1,2,Auto & Tires/Auto Electronics/Power Inverters
1115193_1071968_1155753,1,2,Household Essentials/Kitchen/Dishwasher Detergent
5428_4091_1229592,1,2,Patio & Garden/Gardening & Lawn Care/Lawn Care
5427_491351_447677,1,2,Baby/Activities & Toys/Mobiles & Soothers
976759_976783,1,2,Food/Breakfast & Cereal
1072864_1230758_1230762,1,2,Home Improvement/Doors and Gates/Gates
3944_77622_1230415,1,2,Electronics/Home Audio & Theater/Speakers
3944_96469_4527,1,2,Electronics/Portable Audio/Boom Boxes
5427_86323_105389,1,2,Baby/Baby Gear/Playstations & Walkers
1072864_1068865_1230992,1,2,Home Improvement/Home Security/Flashlights
4104_4120_178005,1,2,Music/Special Interest/Christmas Music
4125_546956_1208159,1,2,Sports & Outdoors/Outdoor Sports/Boats & Water Sports
91083_1104294_1218938,1,2,"Auto & Tires/Motor Oil &Transmission Fluids/Lubricating Greases, Oils & Sprays"
5427_491351_1081264,1,2,Baby/Activities & Toys/Ages 0-12 months
5438_133284_531356,1,2,Clothing/Maternity/Prenatal Accessories & Belly Bands
4104_4112_5056,1,2,Music/Jazz/Vocal Jazz
4125_4134_1078104,1,2,Sports & Outdoors/Exercise & Fitness/Exercise & Fitness Accessories
3920_582053_656800,1,2,Books/Children's Books/15+ Years
1229749_1046059_1044273,1,2,Office/Office Supplies/Binders & Accessories
91083_1104294_1218943,1,2,Auto & Tires/Motor Oil &Transmission Fluids/Automotive Cleaners
4125_1063984_1064023,1,2,Sports & Outdoors/Sports Fan Shop/Sports & Outdoor Play Fan Shop
4096_616859_617024,1,2,Movies & TV/Blu-ray/Westerns
2636_1091824_1225015,1,2,Video Games/PlayStation TV\/ Vita/PlayStation Vita Games
5438_133197_610219,1,2,Clothing/Men/Men's Suit Shop
3944_1078524_1231197,1,2,Electronics/iPad & Tablets/Windows Tablets
976759_976782_1044077,1,2,Food/Beverages/Hot Cocoa
976759_1086446_1229650,1,2,Food/Coffee/Instant Coffee
4104_4108_5023,1,2,Music/Classical/Chamber Music
976760_976798_1001546,1,2,Health/Medicine Cabinet/First Aid
5440_202072_202076,1,2,Pets/Dogs/Clothing & Accessories
3944_3947_38981,1,2,Electronics/Auto Electronics/Car Speakers & Subwoofers
1085666_1007220_1044019,1,2,Beauty/Shaving/Electric Shave Replacement Heads
3920_582055_590812,1,2,Books/Religion/Bibles
976759_976780_1044090,1,2,Food/Baking/Coatings & Batters
4044_90548_105306,1,2,Home/Appliances/Dishwashers
2636_1077504_1224741,1,2,Video Games/PC & Digital Gaming/Digital Games
5427_491351_1043996,1,2,Baby/Activities & Toys/Rattles & Teethers
976760_1078944_1070325,1,2,Health/Walmart Vision Centers/Reading Glasses
4125_1224931,1,2,Sports & Outdoors/Recreation
4171_1015079_133194,1,2,Toys/Musical Instruments & Karaoke/Microphones & Headphones
4104_4110_5037,1,2,Music/Dance \/ DJ/Electronica
4104_538232_101914,1,2,Music/Music DVD's/Music Videos
5438_133202,1,2,Clothing/Girls
4104_4105_5001,1,2,Music/Blues/Contemporary Blues
2637_667479_1043549,1,2,Party & Occasions/Crafts/Other Arts & Crafts
3920_582105_584297,1,2,Books/Literature & Fiction/General
1105910_133161_1024881,1,2,Cell Phones/Accessories/iPhone Accessories
4044_444253_1123842,1,2,Home/Luggage/Spinner Luggage
4104_4108_5025,1,2,Music/Classical/Opera \/ Vocal
4104_4111_5044,1,2,Music/Folk Music/Contemporary Folk
5438_1078024_1228575,1,2,Clothing/Intimates & Sleepwear/Camisoles & Slips
4104_4109_5029,1,2,Music/Country/Honky Tonk
4125_1063984_1070888,1,2,Sports & Outdoors/Sports Fan Shop/Other Fan Shop
1105910_1231203_1231205,1,2,Cell Phones/Shop Phones by Operating System/Android
2637_615760_1054059,1,2,Party & Occasions/Halloween/Adult Halloween Costumes
91083_1080484_1070265,1,2,"Auto & Tires/ATV, Motorcycle, & RV Accessories/RV Accessories"
4104_4124_5121,1,2,Music/World \/ Reggae/Various Artists
5427_486190_486191,1,2,Baby/Diapering/Diaper Accessories
976760_1005863_1172218,1,2,Health/Vitamins/Heart Healthy Supplements
4044_1156136_1156164,1,2,Home/Teen Rooms/Storage
976759_1096070_1224978,1,2,Food/Candy & Gum/Mints
4096_530719_531651,1,2,Movies & TV/TV Shows/War & Politics
4104_4105_5004,1,2,Music/Blues/Traditional Blues
4104_4124_5118,1,2,Music/World \/ Reggae/Cajun & Zydeco
2636_1098124_1225001,1,2,Video Games/Nintendo Wii U \/ Wii/Wii Games
3920_582053_656541,1,2,Books/Children's Books/8 - 11 Years
3920_582507_583872,1,2,Books/Reference/Handbooks & Manuals
5427_86323_86349,1,2,Baby/Baby Gear/Swings
1105910_133161_1072307,1,2,Cell Phones/Accessories/Battery Extenders
976759_1086446_1229655,1,2,Food/Coffee/Coffee Filters & Supplies
1072864_1043924,1,2,Home Improvement/Weather & Natural Disaster Safety Products
976759_976794_1001478,1,1,"Food/Meal Solutions, Grains & Pasta/Dried Beans"
1115193_1071967_1149380,1,1,Household Essentials/Laundry Room/Boosters & Bleach
1229749_1046059_1072373,1,1,Office/Office Supplies/Desk Organizers
976759_976787_1044135,1,1,"Food/Snacks, Cookies & Chips/Dried Vegetables"
2637_1042319_1212897,1,1,Party & Occasions/Party Supplies/Party Games & Activities
91083_1104294_1218942,1,1,Auto & Tires/Motor Oil &Transmission Fluids/Additives
3920_582377_583357,1,1,Books/Textbooks/Language Arts & Disciplines
4096_616859_617020,1,1,Movies & TV/Blu-ray/Sports
4171_4187_132874,1,1,Toys/Dolls & Dollhouses/Stuffed Animals & Plush
2636_1224908_1224994,1,1,Video Games/Xbox One/Xbox One Accessories
1085666_1007039_1044037,1,1,Beauty/Skin Care/Oil & Blemish Control
3944_77622_650659,1,1,Electronics/Home Audio & Theater/Home Theater Systems
1072864_1067619_1072248,1,1,Home Improvement/Electrical/Electrical Wire & Cable
4171_14521_1231460,1,1,Toys/Outdoor Play/Swing Set Accessories
4171_4173_133079,1,1,"Toys/Pretend Play, Arts & Crafts for Kids/Cooking & Baking"
3920_582105_584212,1,1,Books/Literature & Fiction/Movie & TV Tie-Ins
976759,1,1,Food
3944_96469_1057284,1,1,Electronics/Portable Audio/Apple iPods
976759_976786_1001365,1,1,"Food/Condiments, Sauces & Spices/Salad Dressings"
4044_444253_1225044,1,1,Home/Luggage/Lightweight Luggage
1085632_1097504,1,1,Seasonal/Marketplace
4044_1225301_1224843,1,1,Home/Featured Shops/Trends & Inspiration
5428_4091_1229594,1,1,Patio & Garden/Gardening & Lawn Care/Landscaping
5428_1102183_1225353,1,1,Patio & Garden/Patio & Outdoor Decor/Cushions
3944_1060825_62056,1,1,Electronics/TV & Video/Portable DVD Players
976759_1228024_1228017,1,1,Food/Organic Foods/Organic Foods
91083_1212910_1212918,1,1,Auto & Tires/Auto Detailing & Car Care/Interior Care
3891_532459_1019843,1,1,Jewelry/Personalized Jewelry/Personalized Bracelets
4104_4108_5024,1,1,"Music/Classical/Composers, Alphabetically"
1229749_1046059_1044271,1,1,Office/Office Supplies/Notebooks
3944_1060825_1180168,1,1,Electronics/TV & Video/4K Ultra HDTVs
2637_112776_117542,1,1,Party & Occasions/Wedding Shop/Wedding Accessories
91083_1074765_1196578,1,1,Auto & Tires/Auto Parts/Auto Air Conditioner and Heating Parts
976759_976785_1001359,1,1,Food/Canned Goods & Soups/Soups
976760_1005860_1001839,1,1,Health/Home Health Care/Diabetic Supplies
1072864_1067619_1231247,1,1,Home Improvement/Electrical/Cable Accessories
1072864_1067616_1231462,1,1,Home Improvement/Flooring/Carpet
4104_4119_5101,1,1,Music/Soundtracks/Musicals
2637_667479_1021739,1,1,Party & Occasions/Crafts/Albums
2636_482412_1225002,1,1,Video Games/Xbox 360/Xbox 360 Accessories
1072864_1067618_1227890,1,1,Home Improvement/Garage & Storage/Baskets & Bins
4171_4172_1156793,1,1,Toys/Action Figures/Role Play
5428_4089_4884,1,1,Patio & Garden/Grills & Outdoor Cooking/Charcoal Grills
1085666_133225_1225227,1,1,Beauty/Fragrances/Women's Fragrances
4096_616859_617023,1,1,Movies & TV/Blu-ray/War & Military
4104_4120_4998,1,1,Music/Special Interest/Comedy
5440_202072_1086271,1,1,Pets/Dogs/Dog Beds
3920_582500_583399,1,1,Books/Travel & Nature/Travel Reference
1105910_1072335_1073086,1,1,Cell Phones/No-Contract Phones & Plans/Prepaid Minutes - Cards
4104_4112_5055,1,1,Music/Jazz/Traditional Jazz
4171_56125_645819,1,1,Toys/Learning Toys/Learning Books
3920_582105_1095293,1,1,Books/Literature & Fiction/Comics & Graphic Novels
3920_582500_584171,1,1,Books/Travel & Nature/International Travel
4104_4112_5048,1,1,Music/Jazz/Bebop
5427_414099_164203,1,1,Baby/Nursery Furniture/Changing Tables
976759_976780_1044161,1,1,Food/Baking/Pie Fillings
1229749_1070964_163934,1,1,Office/Office Technology/PDAs & Handhelds
5427_524144_435832,1,1,Baby/Bedding & Decor/Crib Skirts & Bumpers
3920_582349_586199,1,1,Books/Business & Investing/General
976759_976787_1044133,1,1,"Food/Snacks, Cookies & Chips/Fruit Sauces"
1072864_133032_1231168,1,1,"Home Improvement/Heating, Cooling, & Air Quality/Air Purifiers"
5428_91416_163953,1,1,Patio & Garden/Patio Furniture/Outdoor Tables
3920_582376_583627,1,1,Books/Political & Social Sciences/Social Science
5427_414099_96112,1,1,Baby/Nursery Furniture/Baby Dressers
3920_582054_582760,1,1,"Books/Health, Mind & Body/Self-Help"
3920_582507_583877,1,1,Books/Reference/Writing Guides
3944_3947_14632,1,1,Electronics/Auto Electronics/In-Dash Stereos
976759_976786_1007659,1,1,"Food/Condiments, Sauces & Spices/Jam, Jelly & Preserves"
4044_1225301_1225229,1,1,Home/Featured Shops/College Dorm Living
4104_4120_5104,1,1,Music/Special Interest/Narrative
5427_524144_493511,1,1,Baby/Bedding & Decor/Baby Blankets
3920_582107_582794,1,1,"Books/Biography & Memoirs/Childhood, Family & Personal"
1115193_1071966_1072132,1,1,Household Essentials/Cleaning Supplies/Glass Cleaners
4104_4112_5049,1,1,Music/Jazz/Big Band \/ Swing
3944_96469_4534,1,1,Electronics/Portable Audio/CD Players
1072864_133032_1086314,1,1,"Home Improvement/Heating, Cooling, & Air Quality/Ducting"
3920_582053_582578,1,1,Books/Children's Books/Religious
3920_582053_582583,1,1,Books/Children's Books/Travel & Transportation
3920_582339_583338,1,1,Books/Computing & Internet/General
3920_582361_583248,1,1,"Books/Home, Hobbies & Garden/House & Home"
3920_226139_226184,1,1,Books/Libros en Espanol/Infantiles
3920_582105_583290,1,1,Books/Literature & Fiction/Action & Adventure
3920_582375_583904,1,1,Books/Mystery & Suspense/Suspense
3920_582377_586400,1,1,Books/Textbooks/Chemistry
3920_582377_583359,1,1,Books/Textbooks/Study Aids
5438_133284_1043719,1,1,Clothing/Maternity/Maternity Sweaters & Jackets
1072864_133032_1231112,1,1,"Home Improvement/Heating, Cooling, & Air Quality/Humidifiers"
4044_90828_1027808,1,1,Home/Storage & Organization/Seasonal Storage
4125_1063984_1064124,1,1,Sports & Outdoors/Sports Fan Shop/Toys & Games Fan Shop
3920_582321_583392,1,1,"Books/Art, Music & Photography/Photography"
3920_582107_582793,1,1,"Books/Biography & Memoirs/Artists, Musicians, Photographers"
3920_582107_586705,1,1,Books/Biography & Memoirs/Health-Related
3920_582349_582777,1,1,Books/Business & Investing/Accounting & Auditing
3920_582349_582778,1,1,Books/Business & Investing/Business
3920_582349_582781,1,1,Books/Business & Investing/Careers
3920_582339_583340,1,1,Books/Computing & Internet/Graphic Design
3920_582339_583344,1,1,Books/Computing & Internet/Networking
3920_582339_583345,1,1,Books/Computing & Internet/Operating Systems
3920_582339_583347,1,1,Books/Computing & Internet/Programming
3920_582339_583351,1,1,Books/Computing & Internet/Security
3920_582106_582478,1,1,"Books/Cooking, Food & Wine/Barbecue & Grilling"
3920_582054_582758,1,1,"Books/Health, Mind & Body/Fitness"
3920_582331_583297,1,1,Books/History/Africa
3920_582331_583304,1,1,Books/History/Far East
3920_582331_583309,1,1,Books/History/Medieval
3920_582331_583310,1,1,Books/History/Middle East
3920_582361_586168,1,1,"Books/Home, Hobbies & Garden/Motorcycle Guides"
3920_582105_584293,1,1,Books/Literature & Fiction/Anthologies
3920_582375_583896,1,1,Books/Mystery & Suspense/Hard-Boiled
3920_582375_583899,1,1,Books/Mystery & Suspense/Police Procedural
3920_582376_583626,1,1,Books/Political & Social Sciences/Political Science
3920_582376_583628,1,1,Books/Political & Social Sciences/True Crime
3920_582055_582335,1,1,Books/Religion/Philosophy
3920_582379_583377,1,1,Books/Sports & Recreation/Football (American)
3920_582379_583379,1,1,Books/Sports & Recreation/Martial Arts & Self-Defense
3920_582379_583380,1,1,Books/Sports & Recreation/Outdoor Skills
3920_582379_583934,1,1,Books/Sports & Recreation/Soccer
3920_582379_583383,1,1,Books/Sports & Recreation/Training
3920_582379_583384,1,1,Books/Sports & Recreation/Water Sports
3920_582377_586399,1,1,Books/Textbooks/Biology
3920_582377_583361,1,1,Books/Textbooks/Law
3920_582377_586402,1,1,Books/Textbooks/Physics
3920_582500_928960,1,1,Books/Travel & Nature/United States Travel
4104_4110_5034,1,1,Music/Dance \/ DJ/Dance Pop
4171_14521_86643,1,1,Toys/Outdoor Play/Playhouses & Furniture
3920_582107_582796,1,1,Books/Biography & Memoirs/Entertainment & Performing Arts
3920_582107_582802,1,1,Books/Biography & Memoirs/Multi-Cultural
3920_582107_582806,1,1,Books/Biography & Memoirs/Sports
3920_582053_582564,1,1,Books/Children's Books/Art & Music
3920_582053_583387,1,1,"Books/Children's Books/Crafts, Hobbies & Activities"
3920_582053_582581,1,1,Books/Children's Books/Sports & Recreation
3920_582339_583341,1,1,Books/Computing & Internet/Hardware
3920_582339_583342,1,1,Books/Computing & Internet/Internet
3920_582339_583350,1,1,Books/Computing & Internet/Software
3920_582106_582476,1,1,"Books/Cooking, Food & Wine/Baking"
3920_582106_582587,1,1,"Books/Cooking, Food & Wine/Vegetables & Vegetarian"
3920_582054_582756,1,1,"Books/Health, Mind & Body/Beauty & Fashion"
3920_582331_583299,1,1,Books/History/Ancient
3920_582331_583312,1,1,Books/History/Modern
3920_226139_974160,1,1,"Books/Libros en Espanol/Salud, Mente y Cuerpo"
3920_582105_586163,1,1,Books/Literature & Fiction/Science Fiction
3920_582348_583250,1,1,Books/Parenting & Families/Adolescence
3920_582348_583256,1,1,Books/Parenting & Families/Children with Special Needs
3920_582348_583266,1,1,Books/Parenting & Families/Interpersonal Relations
3920_582348_583272,1,1,Books/Parenting & Families/Pregnancy & Childbirth
3920_582507_583880,1,1,Books/Reference/Weddings
3920_582055_582334,1,1,Books/Religion/Ministry
3920_582055_582336,1,1,Books/Religion/Prayerbooks
3920_582379_583369,1,1,Books/Sports & Recreation/Baseball
3920_582379_583371,1,1,Books/Sports & Recreation/Basketball
3920_582379_583952,1,1,Books/Sports & Recreation/General
3920_582379_583933,1,1,Books/Sports & Recreation/Golf
3920_582377_586405,1,1,Books/Textbooks/Scientific Phenomena
3920_582500_584213,1,1,Books/Travel & Nature/Travelogues & Essays
1072864_1067618_1218948,1,1,Home Improvement/Garage & Storage/Tool Boxes
4171_56125_1095151,1,1,Toys/Learning Toys/Kids' Tablets
3920_582107_582801,1,1,Books/Biography & Memoirs/Military
3920_582349_582787,1,1,Books/Business & Investing/Real Estate
3920_582349_582788,1,1,Books/Business & Investing/Sales Techniques
3920_582349_582789,1,1,Books/Business & Investing/Small Business
3920_582053_582572,1,1,Books/Children's Books/History
3920_582106_582518,1,1,"Books/Cooking, Food & Wine/Desserts"
3920_582361_1025960,1,1,"Books/Home, Hobbies & Garden/Antiques & Collectibles"
3920_226139_1000499,1,1,Books/Libros en Espanol/Literatura y Ficcion
3920_582348_583268,1,1,Books/Parenting & Families/Motherhood
3920_582055_582328,1,1,Books/Religion/History
3920_582055_582333,1,1,Books/Religion/Judaism
4044_90548_1070044,1,1,Home/Appliances/Garment Steamers
3920_582321_588592,1,1,"Books/Art, Music & Photography/Fashion"
3920_582349_582792,1,1,Books/Business & Investing/Marketing
3920_582106_582533,1,1,"Books/Cooking, Food & Wine/Healthy Cooking"
3920_582105_584298,1,1,Books/Literature & Fiction/Historical
3920_582348_583267,1,1,Books/Parenting & Families/Marriage
3920_582507_583871,1,1,Books/Reference/General Reference
3920_582377_586398,1,1,Books/Textbooks/Astronomy
3920_582349_582785,1,1,Books/Business & Investing/Investments & Securities
3920_582106_582547,1,1,"Books/Cooking, Food & Wine/Methods"
3920_582376_583625,1,1,Books/Political & Social Sciences/Philosophy
976759_976783_1001336,1,1,Food/Breakfast & Cereal/Toaster Pastries
5427_524144_426652,1,1,Baby/Bedding & Decor/Sheets
5427_978579_164204,1,1,Baby/Toddler/Toddler Beds
3920_582053_583632,1,1,Books/Children's Books/Nature
3920_582106_582559,1,1,"Books/Cooking, Food & Wine/Quick & Easy"
4044_133224_1068647,1,1,Home/Personalized Gifts/Personalized Toys & Games
1085666_1071969_1001509,1,1,Beauty/Bath & Body/Body Powder
1085666_36290_41669,1,1,Beauty/Massagers & Spa/Light & Sound Therapy
3920_582107_582803,1,1,Books/Biography & Memoirs/Political
3920_582107_582805,1,1,Books/Biography & Memoirs/Religious
3944_133277_1231342,1,1,Electronics/Cameras & Camcorders/Camera Lenses
4104_4108_5026,1,1,Music/Classical/Sacred \/ Religious
4104_4110_5036,1,1,Music/Dance \/ DJ/Drum & Bass
4104_4118_5092,1,1,Music/Rock/British Pop Rock
2637,1,1,Party & Occasions
2637_615760_1054039,1,1,Party & Occasions/Halloween/All Children's Halloween Costumes
91083_3947_52816,1,1,Auto & Tires/Auto Electronics/Radar Detectors
3920_582105_584305,1,1,Books/Literature & Fiction/Sagas
91083_1074765_1104332,1,1,Auto & Tires/Auto Parts/Cabin Air Filters
3920_582106_582515,1,1,"Books/Cooking, Food & Wine/Courses & Dishes"
3920_582331_583301,1,1,Books/History/Civilization
3920_582379_583373,1,1,Books/Sports & Recreation/Equestrian
976759_976786_1008040,1,1,"Food/Condiments, Sauces & Spices/Syrups & Sweeteners"
1085666_1007040_1227928,1,1,Beauty/Makeup/Brows
3920_582348_583255,1,1,Books/Parenting & Families/Child Development
4096_530719_531644,1,1,Movies & TV/TV Shows/Miniseries
4104_4107_5021,1,1,Music/Christian \/ Gospel/Southern Gospel
5428_1102183,1,1,Patio & Garden/Patio & Outdoor Decor
1085632_1229472_1229780,1,1,Seasonal/Star Wars/Star Wars - Shop all
3920_630139_1098524,1,1,Books/Calendars/All Calendars
3920_582106_582527,1,1,"Books/Cooking, Food & Wine/Cooking by Ingredient"
3920_582106_582553,1,1,"Books/Cooking, Food & Wine/Entertaining"
3944_3947_39008,1,1,Electronics/Auto Electronics/Amplifiers
1072864_1231153_1231164,1,1,Home Improvement/Water and Air Purification/Counter Top Filtration Systems
1072864_1230390_1230391,1,1,Home Improvement/Welding and Soldering/Torches
1229749_1046059_1044278,1,1,Office/Office Supplies/Labels & Stickers
3920_582376_583945,1,1,Books/Political & Social Sciences/U.S. Government
4104_4113_5067,1,1,Music/Latin/Ranchero
2636_1102672_1106097,1,1,Video Games/PlayStation 4/PlayStation 4 Accessories
976759_976785_1001345,1,1,Food/Canned Goods & Soups/Canned Vegetables
4104_4113_5061,1,1,Music/Latin/Reggaeton \/ Urbano
976760_1005863_1091367,1,1,Health/Vitamins/Multivitamins
2636_413799_1225016,1,1,Video Games/PlayStation 3/PlayStation 3 Accessories
5427_524144,1,1,Baby/Bedding & Decor
5427_978579_164205,1,1,Baby/Toddler/Toddler Bedding
976759_976783_1231209,1,1,Food/Breakfast & Cereal/Granola & Muesli
1229749_1086977_1086991,1,1,Office/Janitorial Supplies/Trash Cans & Bags
2636_1098124_1095827,1,1,Video Games/Nintendo Wii U \/ Wii/Wii U Games
3920_582507_583875,1,1,Books/Reference/Personal & Practical Guides
3920_582331_583314,1,1,Books/History/Renaissance
91083_1074765_1196582,1,1,Auto & Tires/Auto Parts/Auto Window Motors and Parts
5427_524144_136294,1,1,Baby/Bedding & Decor/Baby Mattresses
3920_582507_583878,1,1,Books/Reference/Quotations
1115193_1072124,1,1,Household Essentials/Drain & Septic Care
1072864_133032,1,1,"Home Improvement/Heating, Cooling, & Air Quality"
3920_582055_582330,1,1,Books/Religion/Holidays
976759_1086446_1229654,1,1,Food/Coffee/Ready to Drink Coffee
4104,1,1,Music
2636_1086580_1225026,1,1,Video Games/Nintendo 3DS \/ 2DS/3DS\/ 2DS Games
4104_4124_5120,1,1,Music/World \/ Reggae/Celtic
5427_978579_999285,1,1,Baby/Toddler/Toddler Lounge Seating
976760_976798_1044213,1,1,Health/Medicine Cabinet/Stop Smoking
5427_491351_488053,1,1,Baby/Activities & Toys/Stroller & Car Seat Toys
4104_4107_5020,1,1,Music/Christian \/ Gospel/Praise & Worship
3920_582105_586793,1,1,Books/Literature & Fiction/African-American
3920_582105_586794,1,1,Books/Literature & Fiction/Families
3920_582379_583382,1,1,Books/Sports & Recreation/Recreation
4104_4112_5053,1,1,Music/Jazz/New Orleans Jazz
2637_667479_1095507,1,1,Party & Occasions/Crafts/Hobbies
5427_91365_1101435,1,1,Baby/Car Seats/Convertible Car Seats
5427_118134_1101426,1,1,Baby/Strollers/Standard Strollers
3920_582105_584178,1,1,Books/Literature & Fiction/Christian Fiction
3944_77622_1225174,1,1,Electronics/Home Audio & Theater/DVR & DVD Recorders
1072864_1230758_1230816,1,1,Home Improvement/Doors and Gates/Patio Door Hardware
4044_444253_444258,1,1,Home/Luggage/Kids' Luggage
4104_4119_5099,1,1,Music/Soundtracks/Film Scores
5428_4091_441102,1,1,Patio & Garden/Gardening & Lawn Care/Greenhouses
3920_582507_583870,1,1,Books/Reference/Etiquette
3920_582055_582327,1,1,Books/Religion/Hinduism
976759_976780_1092367,1,1,Food/Baking/Baking Chips & Bars
1085666_1007220_641039,1,1,Beauty/Shaving/Trimmers & Clippers
3944_133251_1037719,1,1,Electronics/Audio/Portable Audio
1085632_1228561_1228563,1,1,Seasonal/WWE/WWE Movies
5427_118134_1101425,1,1,Baby/Strollers/Lightweight Strollers
1085666_1007039_1001501,1,1,Beauty/Skin Care/Eye Treatments
3920_582321_583389,1,1,"Books/Art, Music & Photography/Art"
1072864_133032_133118,1,1,"Home Improvement/Heating, Cooling, & Air Quality/All Fans"
4104_4107_5017,1,1,Music/Christian \/ Gospel/Christian Rock
4171_4191_163842,1,1,Toys/Games & Puzzles/Cards & Casino Games
3920_582348_583258,1,1,Books/Parenting & Families/Divorce & Separation
5438_133284,1,1,Clothing/Maternity
1072864_1031899_1230400,1,1,Home Improvement/Tools/All Tool Sets
4104_4116_5085,1,1,Music/R&B \/ Soul/Funk
3920_555552_936961,1,1,"Books/Audiobooks/Health, Mind & Body"
3944_133277_1230677,1,1,Electronics/Cameras & Camcorders/Mirrorless Cameras
4104_4119_5102,1,1,Music/Soundtracks/TV Soundtracks
4125_4161_434036,1,1,Sports & Outdoors/Team Sports/Football
3920_582507_583881,1,1,Books/Reference/Trivia
3944_1229722_1230411,1,1,Electronics/Apple Brand Experience/Beats By Dre
976759_976786_1018820,1,1,"Food/Condiments, Sauces & Spices/Peanut Butter"
4044_444253_1225041,1,1,Home/Luggage/Hardside Luggage
5427_978579_476077,1,1,Baby/Toddler/Wall Decor
3920_582379_583385,1,1,Books/Sports & Recreation/Winter Sports
5428_4091_615759,1,1,Patio & Garden/Gardening & Lawn Care/Pots & Planters
3920_582377_584176,1,1,Books/Textbooks/Medical
4125_4161_4152,1,1,Sports & Outdoors/Team Sports/Golf
5427_486190_486995,1,1,Baby/Diapering/Changing Pads & Covers
3920_582349_582780,1,1,Books/Business & Investing/Business Strategy
4044_133012_1090556,1,1,Home/Decor/Wax Warmers
4044_90828,1,1,Home/Storage & Organization
5427_118134_1101424,1,1,Baby/Strollers/Jogging Strollers
1085666_133225_1225228,1,1,Beauty/Fragrances/Men's Fragrances
3920_582374_583284,1,1,Books/Bibles/New Living Translation
976759_976780_1044149,1,1,Food/Baking/Canned & Powdered Milk
976759_976794_1001346,1,1,"Food/Meal Solutions, Grains & Pasta/Chili"
976760_1005863_1092395,1,1,Health/Vitamins/Diet & Weight Supplements
4104_4112_5051,1,1,Music/Jazz/Jazz Fusion
1229749_1070964_1072413,1,1,Office/Office Technology/Typewriters & Supplies
3920_582348_583264,1,1,Books/Parenting & Families/Infants & Toddlers
4044_539095_1069925,1,1,Home/Bath/Bath Hardware
4104_4108_5022,1,1,Music/Classical/Ballets \/ Dances
3920_582107_582795,1,1,Books/Biography & Memoirs/Criminal
3920_582055_587610,1,1,Books/Religion/Comparative Religion
3920_582506_595094,1,1,Books/Video Games Strategy Guides/General
5438_133199_1199509,1,1,Clothing/Boys/Boys' Uniforms
976760_1231757_1231865,1,1,Health/Diabetes Shop/Compression Socks
4044_103150_1225290,1,1,Home/Furniture/Small Space Furniture
3920_582105_584302,1,1,Books/Literature & Fiction/Humor
4125_1224931_1075784,1,1,Sports & Outdoors/Recreation/Lawn Games
91083_1080484_1070264,1,1,"Auto & Tires/ATV, Motorcycle, & RV Accessories/Motorcycle Accessories"
3920_582374_583279,1,1,Books/Bibles/King James Version
3944_77622,1,1,Electronics/Home Audio & Theater
2637_667479_1021743,1,1,Party & Occasions/Crafts/Needlecrafts
5428_1102182_1225080,1,1,Patio & Garden/Outdoor Power Equipment/Trimmers & Edgers
5427_414099_86350,1,1,"Baby/Nursery Furniture/Bassinets, Sleepers & Moses Baskets"
3920_555552_936960,1,1,Books/Audiobooks/Business & Investing
3920_582349_582779,1,1,Books/Business & Investing/Business Life
3920_582349_582630,1,1,Books/Business & Investing/Tax Center
3920_582105_586706,1,1,Books/Literature & Fiction/Mystery & Suspense
3920_582507_583868,1,1,Books/Reference/Encyclopedias
976759_976794_1094144,1,1,"Food/Meal Solutions, Grains & Pasta/Emergency Food"
2637_667479_1043541,1,1,Party & Occasions/Crafts/Ceramics & Pottery
4125_1224931_4158,1,1,Sports & Outdoors/Recreation/Game Room
4171_4186_1044000,1,1,Toys/Building Sets & Blocks/Building Sets
91083_1074765_1196579,1,1,"Auto & Tires/Auto Parts/Belts, Hoses and Cooling"
91083_1104294_1218941,1,1,Auto & Tires/Motor Oil &Transmission Fluids/Refrigerants
3920_582055_582344,1,1,Books/Religion/Various Eastern
1105910_1045119_1225527,1,1,Cell Phones/Straight Talk Wireless/Straight Talk Phone Plans
976759_976786_1044187,1,1,"Food/Condiments, Sauces & Spices/Pickles"
